text,class_id,class_name
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,4,MOSQUITO_BUG
Tender leaves with rough brown patches and tip wilting. Scattered wound-like raised lesions throughout blade. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,4,MOSQUITO_BUG
Multiple small raised necrotic spots on tender shoots. Each spot has a sunken dark centre. Tips wilted.,4,MOSQUITO_BUG
Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback. Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,4,MOSQUITO_BUG
Raised angular marks on expanding leaves. Shoot tips bent and discoloured. Lesions not along veins.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,4,MOSQUITO_BUG
Young flush with angular brown lesions at irregular positions. Rough raised texture at each wound centre. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened.,4,MOSQUITO_BUG
Tender flush showing multiple angular brown raised lesions. Tips stunted. Scattered distribution on new growth.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,4,MOSQUITO_BUG
New growth showing shoot dieback with scattered corky raised spots. Pale outer ring around each lesion.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
Rough corky raised spots on newly emerged leaves. Tips curled and discoloured. Lesions individually spaced.,4,MOSQUITO_BUG
Young shoots with multiple stipple-like raised spots and tip wilting. Lesion centres sunken and darkened. Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,4,MOSQUITO_BUG
Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,4,MOSQUITO_BUG
