image_file,box_idx,class_id,disease,text
100_jpg.rf.14fa87ff511c6790858ccbc03bf10be6.jpg,0,3,LOOPER_CATERPILLARS,Scout record: marginal yellowing progressing to a dry brown rim; older leaves more affected than the new growth. Humidity had been high for several days before the visit.
100_jpg.rf.14fa87ff511c6790858ccbc03bf10be6.jpg,1,2,LEAF_RUST,Field note: affected leaves drying from the tip backwards; shoot tip wilting above the damaged zone. Sampled from the middle canopy of a mature bush.
107_jpg.rf.9c0264c78b1f4dfff87adea98349df8b.jpg,0,2,LEAF_RUST,Scout record: orange to rust-red velvety growth on the affected patches; scorched leaf edges that curl upward when dry; several leaves on the shoot showing the same pattern. The section borders an older unpruned block.
107_jpg.rf.9c0264c78b1f4dfff87adea98349df8b.jpg,1,2,LEAF_RUST,Block observation: necrotic tissue with a narrow chlorotic halo; affected leaves drying from the tip backwards. Humidity had been high for several days before the visit.
11_jpg.rf.c2fdfa5777e0527fd7fd2292e51a896a.jpg,0,3,LOOPER_CATERPILLARS,Field note: irregular holes through the lamina between the veins; greyish-brown patches spreading inward from the leaf margin. Leaf collected from second-flush material.
11_jpg.rf.c2fdfa5777e0527fd7fd2292e51a896a.jpg,1,3,LOOPER_CATERPILLARS,Field note: scattered spots of varying size across the lamina; damage concentrated on the younger flush; irregular brown lesions with darker margins on the lamina. Drainage in this part of the field is poor.
121_jpg.rf.ab585552a4145906dbdce2bc02a016ce.jpg,0,0,LEAF_BLIGHT,Block observation: scorched leaf edges that curl upward when dry; greyish-brown patches spreading inward from the leaf margin; lesions coalescing into large dry blighted areas. Sampled from the middle canopy of a mature bush.
121_jpg.rf.ab585552a4145906dbdce2bc02a016ce.jpg,1,0,LEAF_BLIGHT,Field entry: affected leaves drying from the tip backwards; marginal yellowing progressing to a dry brown rim. Leaf collected from second-flush material.
12_jpg.rf.ccb27c583cbe7cb7dbc6d9ddbb45d307.jpg,0,2,LEAF_RUST,Field entry: raised circular spots slightly rough to the touch; several leaves on the shoot showing the same pattern. Sampled from the middle canopy of a mature bush.
131_jpg.rf.165468b77bd7d0a07c9e9f8b76e9c465.jpg,0,0,LEAF_BLIGHT,Inspection entry: scorched leaf edges that curl upward when dry; scattered spots of varying size across the lamina. Temperature mild with intermittent rain in the preceding week.
131_jpg.rf.165468b77bd7d0a07c9e9f8b76e9c465.jpg,1,0,LEAF_BLIGHT,Block observation: discoloured patches of no consistent outline; irregular brown lesions with darker margins on the lamina; concentric zonation visible within the older lesions. Temperature mild with intermittent rain in the preceding week.
133_jpg.rf.c96fa521c1eec792a6d2f7c8e2865e0b.jpg,0,0,LEAF_BLIGHT,Inspection entry: discoloured patches of no consistent outline; older leaves more affected than the new growth; concentric zonation visible within the older lesions. The section borders an older unpruned block.
133_jpg.rf.c96fa521c1eec792a6d2f7c8e2865e0b.jpg,1,0,LEAF_BLIGHT,Field entry: concentric zonation visible within the older lesions; older leaves more affected than the new growth. Noted while assessing the plucking table.
134_jpg.rf.6a2263efa78d5f94b5c49afacbc2ccc0.jpg,0,3,LOOPER_CATERPILLARS,Field note: scorched leaf edges that curl upward when dry; discoloured patches of no consistent outline; dark frass pellets caught in the leaf axils. Recorded during the routine block walk.
134_jpg.rf.6a2263efa78d5f94b5c49afacbc2ccc0.jpg,1,3,LOOPER_CATERPILLARS,Plucking-round note: several leaves on the shoot showing the same pattern; necrotic tissue with a narrow chlorotic halo. Sampled from the middle canopy of a mature bush.
148_jpg.rf.efc3744194c4eba08a20cf4916271426.jpg,0,3,LOOPER_CATERPILLARS,Field entry: scattered spots of varying size across the lamina; dark frass pellets caught in the leaf axils; marginal yellowing progressing to a dry brown rim. Sampled from the middle canopy of a mature bush.
158_jpg.rf.1080ecbeb37f6e24c47023105c1aedaa.jpg,0,0,LEAF_BLIGHT,Scout record: several leaves on the shoot showing the same pattern; greyish-brown patches spreading inward from the leaf margin; discoloured patches of no consistent outline. The section borders an older unpruned block.
158_jpg.rf.1080ecbeb37f6e24c47023105c1aedaa.jpg,1,2,LEAF_RUST,Field entry: scattered spots of varying size across the lamina; necrotic tissue with a narrow chlorotic halo; raised circular spots slightly rough to the touch. Drainage in this part of the field is poor.
161_jpg.rf.10a43a745af2297624281f2bb68cb61a.jpg,0,3,LOOPER_CATERPILLARS,Plucking-round note: necrotic tissue with a narrow chlorotic halo; discoloured patches of no consistent outline. Leaf collected from second-flush material.
166_jpg.rf.b7b6100902742c9d1a47195e12f41189.jpg,0,1,LEAF_HOPPERS,Field note: marginal yellowing progressing to a dry brown rim; discoloured patches of no consistent outline. The block was pruned in the previous season.
171_jpg.rf.529e8b62ab8acb20ea3c2b25e209ffc7.jpg,0,3,LOOPER_CATERPILLARS,Plucking-round note: damage concentrated on the younger flush; greyish-brown patches spreading inward from the leaf margin. Humidity had been high for several days before the visit.
171_jpg.rf.529e8b62ab8acb20ea3c2b25e209ffc7.jpg,1,3,LOOPER_CATERPILLARS,Scout record: irregular holes through the lamina between the veins; necrotic tissue with a narrow chlorotic halo; marginal yellowing progressing to a dry brown rim. Drainage in this part of the field is poor.
174_jpg.rf.51c7b0e65d30a9fcc6c8256a9a1a299d.jpg,0,1,LEAF_HOPPERS,Field entry: older leaves more affected than the new growth; marginal yellowing progressing to a dry brown rim. Leaf collected from second-flush material.
176_jpg.rf.22c6639b34be422c6e74812048a8e199.jpg,0,0,LEAF_BLIGHT,Field note: scorched leaf edges that curl upward when dry; lesions coalescing into large dry blighted areas. Leaf collected from second-flush material.
179_jpg.rf.38923227f6f2518ea7f9372aa6fcaa0b.jpg,0,0,LEAF_BLIGHT,Scout record: scorched leaf edges that curl upward when dry; irregular brown lesions with darker margins on the lamina; concentric zonation visible within the older lesions. Sampled from the middle canopy of a mature bush.
179_jpg.rf.38923227f6f2518ea7f9372aa6fcaa0b.jpg,1,0,LEAF_BLIGHT,Scout record: greyish-brown patches spreading inward from the leaf margin; scorched leaf edges that curl upward when dry; scattered spots of varying size across the lamina. Drainage in this part of the field is poor.
195_jpg.rf.b2f97109c9e2d5652e036a4d3a9c2816.jpg,0,0,LEAF_BLIGHT,Scout record: lesions coalescing into large dry blighted areas; damage concentrated on the younger flush. Sampled from the middle canopy of a mature bush.
1_jpg.rf.e83e207fa2a3ec5a65f9d9f5cbfaac3a.jpg,0,3,LOOPER_CATERPILLARS,Field entry: older leaves more affected than the new growth; irregular holes through the lamina between the veins; affected leaves drying from the tip backwards. Sampled from the middle canopy of a mature bush.
1_jpg.rf.e83e207fa2a3ec5a65f9d9f5cbfaac3a.jpg,1,0,LEAF_BLIGHT,Scout record: scorched leaf edges that curl upward when dry; lesions coalescing into large dry blighted areas. Drainage in this part of the field is poor.
1_jpg.rf.e83e207fa2a3ec5a65f9d9f5cbfaac3a.jpg,2,0,LEAF_BLIGHT,Scout record: lesions coalescing into large dry blighted areas; marginal yellowing progressing to a dry brown rim. Sampled from the middle canopy of a mature bush.
1_jpg.rf.e83e207fa2a3ec5a65f9d9f5cbfaac3a.jpg,3,0,LEAF_BLIGHT,Field note: several leaves on the shoot showing the same pattern; concentric zonation visible within the older lesions. The block was pruned in the previous season.
202_jpg.rf.14df16a500394d0889ea7be2ca2277ca.jpg,0,0,LEAF_BLIGHT,Inspection entry: scorched leaf edges that curl upward when dry; affected leaves drying from the tip backwards; lesions coalescing into large dry blighted areas. Recorded during the routine block walk.
219_jpg.rf.efaa45291ba0a03e4c1e7d1cf637d259.jpg,0,3,LOOPER_CATERPILLARS,Scout record: damage concentrated on the younger flush; marginal yellowing progressing to a dry brown rim; affected leaves drying from the tip backwards. The block was pruned in the previous season.
219_jpg.rf.efaa45291ba0a03e4c1e7d1cf637d259.jpg,1,3,LOOPER_CATERPILLARS,Field note: scattered spots of varying size across the lamina; older leaves more affected than the new growth; chewed leaf margins with irregular notches. Recorded during the routine block walk.
221_jpg.rf.018ee71046060f98063487d4c30eb68d.jpg,0,2,LEAF_RUST,Scout record: scattered spots of varying size across the lamina; irregular brown lesions with darker margins on the lamina. Sampled from the middle canopy of a mature bush.
221_jpg.rf.018ee71046060f98063487d4c30eb68d.jpg,1,3,LOOPER_CATERPILLARS,Plucking-round note: greyish-brown patches spreading inward from the leaf margin; affected leaves drying from the tip backwards. Noted while assessing the plucking table.
221_jpg.rf.018ee71046060f98063487d4c30eb68d.jpg,2,2,LEAF_RUST,Block observation: orange to rust-red velvety growth on the affected patches; several leaves on the shoot showing the same pattern; shoot tip wilting above the damaged zone. The block was pruned in the previous season.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,0,2,LEAF_RUST,Inspection entry: affected leaves drying from the tip backwards; marginal yellowing progressing to a dry brown rim; scorched leaf edges that curl upward when dry. Leaf collected from second-flush material.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,1,2,LEAF_RUST,Field note: damage concentrated on the younger flush; irregular brown lesions with darker margins on the lamina. Drainage in this part of the field is poor.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,2,0,LEAF_BLIGHT,Scout record: discoloured patches of no consistent outline; lesions coalescing into large dry blighted areas. Leaf collected from second-flush material.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,3,2,LEAF_RUST,Field entry: older leaves more affected than the new growth; raised circular spots slightly rough to the touch; marginal yellowing progressing to a dry brown rim. Drainage in this part of the field is poor.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,4,2,LEAF_RUST,Field note: marginal yellowing progressing to a dry brown rim; orange to rust-red velvety growth on the affected patches. Drainage in this part of the field is poor.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,5,2,LEAF_RUST,Plucking-round note: discoloured patches of no consistent outline; scorched leaf edges that curl upward when dry; raised circular spots slightly rough to the touch. The section borders an older unpruned block.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,6,2,LEAF_RUST,Block observation: orange to rust-red velvety growth on the affected patches; several leaves on the shoot showing the same pattern. Recorded during the routine block walk.
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,7,0,LEAF_BLIGHT,Plucking-round note: concentric zonation visible within the older lesions; marginal yellowing progressing to a dry brown rim; necrotic tissue with a narrow chlorotic halo. Temperature mild with intermittent rain in the preceding week.
22_jpg.rf.b563c170f475a98253e29e444debeaf9.jpg,0,4,MOSQUITO_BUG,Block observation: necrotic tissue with a narrow chlorotic halo; greyish-brown patches spreading inward from the leaf margin. Noted while assessing the plucking table.
232_jpg.rf.b661ff5ef1a851ca667b582b38a2f730.jpg,0,2,LEAF_RUST,Block observation: marginal yellowing progressing to a dry brown rim; necrotic tissue with a narrow chlorotic halo; irregular brown lesions with darker margins on the lamina. The block was pruned in the previous season.
232_jpg.rf.b661ff5ef1a851ca667b582b38a2f730.jpg,1,0,LEAF_BLIGHT,Plucking-round note: discoloured patches of no consistent outline; scattered spots of varying size across the lamina. Humidity had been high for several days before the visit.
239_jpg.rf.4a88c11b21478e901d7751b9c8f82093.jpg,0,3,LOOPER_CATERPILLARS,Field note: necrotic tissue with a narrow chlorotic halo; older leaves more affected than the new growth. Humidity had been high for several days before the visit.
239_jpg.rf.4a88c11b21478e901d7751b9c8f82093.jpg,1,0,LEAF_BLIGHT,Field entry: scorched leaf edges that curl upward when dry; affected leaves drying from the tip backwards; several leaves on the shoot showing the same pattern. Sampled from the middle canopy of a mature bush.
246_jpg.rf.1213826e3cca77475ee465052bae47ad.jpg,0,3,LOOPER_CATERPILLARS,Block observation: chewed leaf margins with irregular notches; older leaves more affected than the new growth; scorched leaf edges that curl upward when dry. The block was pruned in the previous season.
249_jpg.rf.3ce7b97ed827dbddab462c65972c87ce.jpg,0,3,LOOPER_CATERPILLARS,Block observation: dark frass pellets caught in the leaf axils; affected leaves drying from the tip backwards. Sampled from the middle canopy of a mature bush.
262_jpg.rf.533171c56729f4edc18270dabf6f5b68.jpg,0,0,LEAF_BLIGHT,Field note: discoloured patches of no consistent outline; scattered spots of varying size across the lamina; several leaves on the shoot showing the same pattern. Sampled from the middle canopy of a mature bush.
265_jpg.rf.ca0be0e93b6af8eba3d6bd571eab3f79.jpg,0,0,LEAF_BLIGHT,Plucking-round note: shoot tip wilting above the damaged zone; marginal yellowing progressing to a dry brown rim; necrotic tissue with a narrow chlorotic halo. Temperature mild with intermittent rain in the preceding week.
26_jpg.rf.e69178fb28afcbd15a901a3652fa4d24.jpg,0,3,LOOPER_CATERPILLARS,Plucking-round note: scattered spots of varying size across the lamina; shoot tip wilting above the damaged zone; irregular holes through the lamina between the veins. The block was pruned in the previous season.
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05.jpg,0,2,LEAF_RUST,Block observation: scattered spots of varying size across the lamina; raised circular spots slightly rough to the touch. Temperature mild with intermittent rain in the preceding week.
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05.jpg,1,2,LEAF_RUST,Plucking-round note: several leaves on the shoot showing the same pattern; discoloured patches of no consistent outline; raised circular spots slightly rough to the touch. Observed on the shaded side of the row.
27_jpg.rf.69fff94b82a04306ad8cd11ec113575b.jpg,0,0,LEAF_BLIGHT,Inspection entry: marginal yellowing progressing to a dry brown rim; scattered spots of varying size across the lamina; affected leaves drying from the tip backwards. Temperature mild with intermittent rain in the preceding week.
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,0,3,LOOPER_CATERPILLARS,Inspection entry: shoot tip wilting above the damaged zone; older leaves more affected than the new growth. Drainage in this part of the field is poor.
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,1,2,LEAF_RUST,Inspection entry: marginal yellowing progressing to a dry brown rim; scorched leaf edges that curl upward when dry; affected leaves drying from the tip backwards. The section borders an older unpruned block.
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,2,2,LEAF_RUST,Block observation: damage concentrated on the younger flush; orange to rust-red velvety growth on the affected patches; necrotic tissue with a narrow chlorotic halo. Drainage in this part of the field is poor.
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,0,0,LEAF_BLIGHT,Scout record: scorched leaf edges that curl upward when dry; marginal yellowing progressing to a dry brown rim; greyish-brown patches spreading inward from the leaf margin. Recorded during the routine block walk.
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,1,2,LEAF_RUST,Field entry: damage concentrated on the younger flush; raised circular spots slightly rough to the touch; greyish-brown patches spreading inward from the leaf margin. Temperature mild with intermittent rain in the preceding week.
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,2,2,LEAF_RUST,Field note: several leaves on the shoot showing the same pattern; necrotic tissue with a narrow chlorotic halo. Temperature mild with intermittent rain in the preceding week.
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e.jpg,0,3,LOOPER_CATERPILLARS,Field note: damage concentrated on the younger flush; dark frass pellets caught in the leaf axils; irregular brown lesions with darker margins on the lamina. The section borders an older unpruned block.
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e.jpg,1,3,LOOPER_CATERPILLARS,Inspection entry: irregular holes through the lamina between the veins; scattered spots of varying size across the lamina; older leaves more affected than the new growth. Noted while assessing the plucking table.
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,0,3,LOOPER_CATERPILLARS,Inspection entry: scattered spots of varying size across the lamina; damage concentrated on the younger flush; necrotic tissue with a narrow chlorotic halo. Observed on the shaded side of the row.
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,1,0,LEAF_BLIGHT,Field note: scattered spots of varying size across the lamina; scorched leaf edges that curl upward when dry; damage concentrated on the younger flush. Observed on the shaded side of the row.
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,2,0,LEAF_BLIGHT,Scout record: scattered spots of varying size across the lamina; greyish-brown patches spreading inward from the leaf margin; lesions coalescing into large dry blighted areas. Temperature mild with intermittent rain in the preceding week.
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,3,3,LOOPER_CATERPILLARS,Block observation: greyish-brown patches spreading inward from the leaf margin; affected leaves drying from the tip backwards. Drainage in this part of the field is poor.
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,4,3,LOOPER_CATERPILLARS,Plucking-round note: scorched leaf edges that curl upward when dry; affected leaves drying from the tip backwards. Recorded during the routine block walk.
